 index  ID    boreID  modeltime_days  modeldate  gwlevel_m
   222   1  R26/6626     1560.995239 1996-10-09  10.166883
   223   1  R26/6626     1567.995239 1996-10-16  10.144873
   224   1  R26/6626     1574.995239 1996-10-23  10.122508
   225   1  R26/6626     1581.995239 1996-10-30  10.099614
   226   1  R26/6626     1588.995239 1996-11-06  10.076149
   227   1  R26/6626     1595.995239 1996-11-13  10.052169
   228   1  R26/6626     1602.995239 1996-11-20  10.065166
   229   1  R26/6626     1609.995239 1996-11-27  10.040809
   230   1  R26/6626     1616.995239 1996-12-04  10.016233
   231   1  R26/6626     1623.995239 1996-12-11   9.991409
   232   1  R26/6626     1630.995239 1996-12-18  10.047456
   233   1  R26/6626     1637.995239 1996-12-25  10.023159
   234   1  R26/6626     1644.995239 1997-01-01   9.998853
   235   1  R26/6626     1651.995239 1997-01-08   9.974397
   236   1  R26/6626     1658.995239 1997-01-15   9.949732
   237   1  R26/6626     1665.995239 1997-01-22   9.924852
   238   1  R26/6626     1672.995239 1997-01-29   9.899776
   239   1  R26/6626     1679.995239 1997-02-05   9.874553
   240   1  R26/6626     1686.995239 1997-02-12   9.849214
   241   1  R26/6626     1693.995239 1997-02-19   9.823786
   242   1  R26/6626     1700.995239 1997-02-26   9.798317
   243   1  R26/6626     1707.995239 1997-03-05   9.772848
   244   1  R26/6626     1714.995239 1997-03-12   9.747385
   245   1  R26/6626     1721.995239 1997-03-19   9.752385
   246   1  R26/6626     1728.995239 1997-03-26   9.729548
   247   1  R26/6626     1735.995239 1997-04-02   9.704773
   248   1  R26/6626     1742.995239 1997-04-09   9.717895
   249   1  R26/6626     1749.995239 1997-04-16   9.729368
   250   1  R26/6626     1756.995239 1997-04-23   9.729362
   251   1  R26/6626     1763.995239 1997-04-30   9.705987
   252   1  R26/6626     1770.995239 1997-05-07   9.682626
   253   1  R26/6626     1777.995239 1997-05-14   9.659180
   254   1  R26/6626     1784.995239 1997-05-21   9.635607
   255   1  R26/6626     1791.995239 1997-05-28   9.611908
   256   1  R26/6626     1798.995239 1997-06-04   9.588105
   257   1  R26/6626     1805.995239 1997-06-11   9.564950
   258   1  R26/6626     1812.995239 1997-06-18   9.623937
   259   1  R26/6626     1819.995239 1997-06-25   9.600723
   260   1  R26/6626     1826.995239 1997-07-02   9.577631
   261   1  R26/6626     1833.995239 1997-07-09   9.577392
   262   1  R26/6626     1840.995239 1997-07-16   9.559771
   263   1  R26/6626     1847.995239 1997-07-23   9.537074
   264   1  R26/6626     1854.995239 1997-07-30   9.514396
   265   1  R26/6626     1861.995239 1997-08-06   9.495994
   266   1  R26/6626     1868.995239 1997-08-13   9.554430
   267   1  R26/6626     1875.995239 1997-08-20   9.578323
   268   1  R26/6626     1882.995239 1997-08-27   9.569662
   269   1  R26/6626     1889.995239 1997-09-03   9.548332
   270   1  R26/6626     1896.995239 1997-09-10   9.526884
   271   1  R26/6626     1903.995239 1997-09-17   9.532557
   272   1  R26/6626     1910.995239 1997-09-24   9.510821
   273   1  R26/6626     1917.995239 1997-10-01   9.655357
   274   1  R26/6626     1924.995239 1997-10-08   9.641543
   275   1  R26/6626     1931.995239 1997-10-15   9.673731
   276   1  R26/6626     1938.995239 1997-10-22   9.658195
   277   1  R26/6626     1945.995239 1997-10-29   9.638007
   278   1  R26/6626     1952.995239 1997-11-05   9.617438
   279   1  R26/6626     1959.995239 1997-11-12   9.596476
   280   1  R26/6626     1966.995239 1997-11-19   9.575119
   281   1  R26/6626     1973.995239 1997-11-26   9.553397
   282   1  R26/6626     1980.995239 1997-12-03   9.531378
   283   1  R26/6626     1987.995239 1997-12-10   9.509106
   284   1  R26/6626     1994.995239 1997-12-17   9.486671
   285   1  R26/6626     2001.995239 1997-12-24   9.474362
   286   1  R26/6626     2008.995239 1997-12-31   9.452131
   287   1  R26/6626     2015.995239 1998-01-07   9.429907
   288   1  R26/6626     2022.995239 1998-01-14   9.407647
   289   1  R26/6626     2029.995239 1998-01-21   9.385337
   290   1  R26/6626     2036.995239 1998-01-28   9.362996
   291   1  R26/6626     2043.995239 1998-02-04   9.340609
   292   1  R26/6626     2050.995117 1998-02-11   9.318174
   293   1  R26/6626     2057.995117 1998-02-18   9.295700
   294   1  R26/6626     2064.995117 1998-02-25   9.273207
   295   1  R26/6626     2071.995117 1998-03-04   9.250695
   296   1  R26/6626     2078.995117 1998-03-11   9.228174
   297   1  R26/6626     2085.995117 1998-03-18   9.205653
   298   1  R26/6626     2092.995117 1998-03-25   9.183147
   299   1  R26/6626     2099.995117 1998-04-01   9.160682
   300   1  R26/6626     2106.995117 1998-04-08   9.138251
   301   1  R26/6626     2113.995117 1998-04-15   9.115853
   302   1  R26/6626     2120.995117 1998-04-22   9.093511
   303   1  R26/6626     2127.995117 1998-04-29   9.071255
   304   1  R26/6626     2134.995117 1998-05-06   9.074759
   305   1  R26/6626     2141.995117 1998-05-13   9.058618
   306   1  R26/6626     2148.995117 1998-05-20   9.049844
   307   1  R26/6626     2155.995117 1998-05-27   9.086369
   308   1  R26/6626     2162.995117 1998-06-03   9.103425
   309   1  R26/6626     2169.995117 1998-06-10   9.152333
   310   1  R26/6626     2176.995117 1998-06-17   9.211744
   311   1  R26/6626     2183.995117 1998-06-24   9.315635
   312   1  R26/6626     2190.995117 1998-07-01   9.421473
   313   1  R26/6626     2197.995117 1998-07-08   9.597164
   314   1  R26/6626     2204.995117 1998-07-15   9.590035
   315   1  R26/6626     2211.995117 1998-07-22   9.687838
   316   1  R26/6626     2218.995117 1998-07-29   9.798615
   317   1  R26/6626     2225.995117 1998-08-05   9.797805
   318   1  R26/6626     2232.995117 1998-08-12   9.795496
   319   1  R26/6626     2239.995117 1998-08-19   9.780404
   320   1  R26/6626     2246.995117 1998-08-26   9.764260
   321   1  R26/6626     2253.995117 1998-09-02   9.767250
   322   1  R26/6626     2260.995117 1998-09-09   9.749824
   323   1  R26/6626     2267.995117 1998-09-16   9.830623
   324   1  R26/6626     2274.995117 1998-09-23   9.812768
   325   1  R26/6626     2281.995117 1998-09-30   9.794452
   326   1  R26/6626     2288.995117 1998-10-07   9.944331
   327   1  R26/6626     2295.995117 1998-10-14   9.984652
   328   1  R26/6626     2302.995117 1998-10-21  10.157524
   329   1  R26/6626     2309.995117 1998-10-28  10.292025
   330   1  R26/6626     2316.995117 1998-11-04  10.287703
   331   1  R26/6626     2323.995117 1998-11-11  10.271019
   332   1  R26/6626     2330.995117 1998-11-18  10.253253
   333   1  R26/6626     2337.995117 1998-11-25  10.234233
   334   1  R26/6626     2344.995117 1998-12-02  10.213962
   335   1  R26/6626     2351.995117 1998-12-09  10.192540
   336   1  R26/6626     2358.995117 1998-12-16  10.170122
   337   1  R26/6626     2365.995117 1998-12-23  10.146861
   338   1  R26/6626     2372.995117 1998-12-30  10.122902
   339   1  R26/6626     2379.995117 1999-01-06  10.098377
   340   1  R26/6626     2386.995117 1999-01-13  10.073421
   341   1  R26/6626     2393.995117 1999-01-20  10.048121
   342   1  R26/6626     2400.995117 1999-01-27  10.022561
   343   1  R26/6626     2407.995117 1999-02-03   9.996807
   344   1  R26/6626     2414.995117 1999-02-10   9.970918
   345   1  R26/6626     2421.995117 1999-02-17   9.944944
   346   1  R26/6626     2428.995117 1999-02-24   9.918925
   347   1  R26/6626     2435.995117 1999-03-03   9.892888
   348   1  R26/6626     2442.995117 1999-03-10   9.866860
   349   1  R26/6626     2449.995117 1999-03-17   9.840862
   350   1  R26/6626     2456.995117 1999-03-24   9.814915
   351   1  R26/6626     2463.995117 1999-03-31   9.789033
   352   1  R26/6626     2470.995117 1999-04-07   9.763223
   353   1  R26/6626     2477.995117 1999-04-14   9.737494
   354   1  R26/6626     2484.995117 1999-04-21   9.711853
   355   1  R26/6626     2491.995117 1999-04-28   9.686303
   356   1  R26/6626     2498.995117 1999-05-05   9.660860
   357   1  R26/6626     2505.995117 1999-05-12   9.692346
   358   1  R26/6626     2512.995117 1999-05-19   9.669697
   359   1  R26/6626     2519.995117 1999-05-26   9.832454
   360   1  R26/6626     2526.995117 1999-06-02   9.812246
   361   1  R26/6626     2533.995117 1999-06-09   9.798831
   362   1  R26/6626     2540.995117 1999-06-16   9.818566
   363   1  R26/6626     2547.995117 1999-06-23   9.796323
   364   1  R26/6626     2554.995117 1999-06-30   9.811560
   365   1  R26/6626     2561.995117 1999-07-07   9.796980
   366   1  R26/6626     2568.995117 1999-07-14   9.801023
   367   1  R26/6626     2575.995117 1999-07-21   9.803292
   368   1  R26/6626     2582.995117 1999-07-28   9.804965
   369   1  R26/6626     2589.995117 1999-08-04   9.797995
   370   1  R26/6626     2596.995117 1999-08-11   9.775606
   371   1  R26/6626     2603.995117 1999-08-18   9.877241
   372   1  R26/6626     2610.995117 1999-08-25   9.857376
   373   1  R26/6626     2617.995117 1999-09-01   9.835699
   374   1  R26/6626     2624.995117 1999-09-08   9.813740
   375   1  R26/6626     2631.995117 1999-09-15   9.807307
   376   1  R26/6626     2638.995117 1999-09-22   9.789867
   377   1  R26/6626     2645.995117 1999-09-29   9.767370
   378   1  R26/6626     2652.995117 1999-10-06   9.744584
   379   1  R26/6626     2659.995117 1999-10-13   9.721516
   380   1  R26/6626     2666.995117 1999-10-20   9.698195
   381   1  R26/6626     2673.995117 1999-10-27   9.674694
   382   1  R26/6626     2680.995117 1999-11-03   9.651038
   383   1  R26/6626     2687.995117 1999-11-10   9.627356
   384   1  R26/6626     2694.995117 1999-11-17   9.603745
   385   1  R26/6626     2701.995117 1999-11-24   9.580144
   386   1  R26/6626     2708.995117 1999-12-01   9.556543
   387   1  R26/6626     2715.995117 1999-12-08   9.532944
   388   1  R26/6626     2722.995117 1999-12-15   9.509458
   389   1  R26/6626     2729.995117 1999-12-22   9.486134
   390   1  R26/6626     2736.995117 1999-12-29   9.462872
   391   1  R26/6626     2743.995117 2000-01-05   9.439642
   392   1  R26/6626     2750.995117 2000-01-12   9.416424
   393   1  R26/6626     2757.995117 2000-01-19   9.393204
   394   1  R26/6626     2764.995117 2000-01-26   9.409222
   395   1  R26/6626     2771.995117 2000-02-02   9.386478
   396   1  R26/6626     2778.995117 2000-02-09   9.363869
   397   1  R26/6626     2785.995117 2000-02-16   9.341302
   398   1  R26/6626     2792.995117 2000-02-23   9.318727
   399   1  R26/6626     2799.995117 2000-03-01   9.296122
   400   1  R26/6626     2806.995117 2000-03-08   9.273481
   401   1  R26/6626     2813.995117 2000-03-15   9.250810
   402   1  R26/6626     2820.995117 2000-03-22   9.228121
   403   1  R26/6626     2827.995117 2000-03-29   9.205431
   404   1  R26/6626     2834.995117 2000-04-05   9.182762
   405   1  R26/6626     2841.995117 2000-04-12   9.169051
   406   1  R26/6626     2848.995117 2000-04-19   9.146375
   407   1  R26/6626     2855.995117 2000-04-26   9.123728
   408   1  R26/6626     2862.995117 2000-05-03   9.113175
   409   1  R26/6626     2869.995117 2000-05-10   9.217610
   410   1  R26/6626     2876.995117 2000-05-17   9.209022
   411   1  R26/6626     2883.995117 2000-05-24   9.187949
   412   1  R26/6626     2890.995117 2000-05-31   9.402925
   413   1  R26/6626     2897.995117 2000-06-07   9.426785
   414   1  R26/6626     2904.995117 2000-06-14   9.418015
   415   1  R26/6626     2911.995117 2000-06-21   9.399808
   416   1  R26/6626     2918.995117 2000-06-28   9.381389
   417   1  R26/6626     2925.995117 2000-07-05   9.362597
   418   1  R26/6626     2932.995117 2000-07-12   9.343374
   419   1  R26/6626     2939.995117 2000-07-19   9.323868
   420   1  R26/6626     2946.995117 2000-07-26   9.304289
   421   1  R26/6626     2953.995117 2000-08-02   9.284553
   422   1  R26/6626     2960.995117 2000-08-09   9.297199
   423   1  R26/6626     2967.995117 2000-08-16   9.290930
   424   1  R26/6626     2974.995117 2000-08-23   9.271388
   425   1  R26/6626     2981.995117 2000-08-30   9.251795
   426   1  R26/6626     2988.995117 2000-09-06   9.286557
   427   1  R26/6626     2995.995117 2000-09-13   9.280730
   428   1  R26/6626     3002.995117 2000-09-20   9.261389
   429   1  R26/6626     3009.995117 2000-09-27   9.395936
   430   1  R26/6626     3016.995117 2000-10-04   9.438598
   431   1  R26/6626     3023.995117 2000-10-11   9.460010
   432   1  R26/6626     3030.995117 2000-10-18   9.443203
   433   1  R26/6626     3037.995117 2000-10-25   9.426210
   434   1  R26/6626     3044.995117 2000-11-01   9.408831
   435   1  R26/6626     3051.995117 2000-11-08   9.390979
   436   1  R26/6626     3058.995117 2000-11-15   9.372643
   437   1  R26/6626     3065.995117 2000-11-22   9.353848
   438   1  R26/6626     3072.995117 2000-11-29   9.334642
   439   1  R26/6626     3079.995117 2000-12-06   9.315072
   440   1  R26/6626     3086.995117 2000-12-13   9.295192
   441   1  R26/6626     3093.995117 2000-12-20   9.275037
   442   1  R26/6626     3100.995117 2000-12-27   9.254662
   443   1  R26/6626     3107.995117 2001-01-03   9.234092
   444   1  R26/6626     3114.995117 2001-01-10   9.213358
   445   1  R26/6626     3121.995117 2001-01-17   9.192493
   446   1  R26/6626     3128.995117 2001-01-24   9.171535
   447   1  R26/6626     3135.995117 2001-01-31   9.150500
   448   1  R26/6626     3142.995117 2001-02-07   9.129396
   449   1  R26/6626     3149.995117 2001-02-14   9.108248
   450   1  R26/6626     3156.995117 2001-02-21   9.087067
   451   1  R26/6626     3163.995117 2001-02-28   9.065866
   452   1  R26/6626     3170.995117 2001-03-07   9.044658
   453   1  R26/6626     3177.995117 2001-03-14   9.023459
   454   1  R26/6626     3184.995117 2001-03-21   9.002274
   455   1  R26/6626     3191.995117 2001-03-28   8.981137
   456   1  R26/6626     3198.995117 2001-04-04   8.960032
   457   1  R26/6626     3205.995117 2001-04-11   8.938954
   458   1  R26/6626     3212.995117 2001-04-18   8.917917
   459   1  R26/6626     3219.995117 2001-04-25   8.896927
   460   1  R26/6626     3226.995117 2001-05-02   8.875991
   461   1  R26/6626     3233.995117 2001-05-09   8.855117
   462   1  R26/6626     3240.995117 2001-05-16   8.834314
   463   1  R26/6626     3247.995117 2001-05-23   8.829246
   464   1  R26/6626     3254.995117 2001-05-30   8.809030
   465   1  R26/6626     3261.995117 2001-06-06   8.789009
   466   1  R26/6626     3268.995117 2001-06-13   8.807657
   467   1  R26/6626     3275.995117 2001-06-20   8.836377
   468   1  R26/6626     3282.995117 2001-06-27   8.843929
   469   1  R26/6626     3289.995117 2001-07-04   8.825303
   470   1  R26/6626     3296.995117 2001-07-11   8.807532
   471   1  R26/6626     3303.995117 2001-07-18   8.939663
   472   1  R26/6626     3310.995117 2001-07-25   8.994165
   473   1  R26/6626     3317.995117 2001-08-01   9.021814
   474   1  R26/6626     3324.995117 2001-08-08   9.042628
   475   1  R26/6626     3331.995117 2001-08-15   9.109526
   476   1  R26/6626     3338.995117 2001-08-22   9.243197
   477   1  R26/6626     3345.995117 2001-08-29   9.231153
