    ID                  CURVE             X             Y
     1               S27/0428   3458.000000      3.733354 
     1               S27/0428   3465.000000      3.736995 
     1               S27/0428   3472.000000      3.729378 
     1               S27/0428   3479.000000      3.721642 
     1               S27/0428   3486.000000      3.719362 
     1               S27/0428   3493.000000      3.708699 
     1               S27/0428   3500.000000      3.690253 
     1               S27/0428   3507.000000      3.672554 
     1               S27/0428   3514.000000      3.668359 
     1               S27/0428   3521.000000      3.658725 
     1               S27/0428   3528.000000      3.653349 
     1               S27/0428   3535.000000      3.641423 
     1               S27/0428   3542.000000      3.631026 
     1               S27/0428   3549.000000      3.647161 
     1               S27/0428   3556.000000      3.653121 
     1               S27/0428   3563.000000      3.654798 
     1               S27/0428   3570.000000      3.646814 
     1               S27/0428   3577.000000      3.632519 
     1               S27/0428   3584.000000      3.617972 
     1               S27/0428   3591.000000      3.606618 
     1               S27/0428   3598.000000      3.593868 
     1               S27/0428   3605.000000      3.579090 
     1               S27/0428   3612.000000      3.581052 
     1               S27/0428   3619.000000      3.579235 
     1               S27/0428   3626.000000      3.576309 
     1               S27/0428   3633.000000      3.602266 
     1               S27/0428   3640.000000      3.646424 
     1               S27/0428   3647.000000      3.671274 
     1               S27/0428   3654.000000      3.695538 
     1               S27/0428   3661.000000      3.714911 
     1               S27/0428   3668.000000      3.743731 
     1               S27/0428   3675.000000      3.774322 
     1               S27/0428   3682.000000      3.787805 
     1               S27/0428   3689.000000      3.797874 
     1               S27/0428   3696.000000      3.805772 
     1               S27/0428   3703.000000      3.805795 
     1               S27/0428   3710.000000      3.797454 
     1               S27/0428   3717.000000      3.788193 
     1               S27/0428   3724.000000      3.773656 
     1               S27/0428   3731.000000      3.763855 
     1               S27/0428   3738.000000      3.762729 
     1               S27/0428   3745.000000      3.763581 
     1               S27/0428   3752.000000      3.762900 
     1               S27/0428   3759.000000      3.766689 
     1               S27/0428   3766.000000      3.762002 
     1               S27/0428   3773.000000      3.754700 
     1               S27/0428   3780.000000      3.756745 
     1               S27/0428   3787.000000      3.754201 
     1               S27/0428   3794.000000      3.751403 
     1               S27/0428   3801.000000      3.736534 
     1               S27/0428   3808.000000      3.723395 
     1               S27/0428   3815.000000      3.725911 
     1               S27/0428   3822.000000      3.722282 
     1               S27/0428   3829.000000      3.727963 
     1               S27/0428   3836.000000      3.716027 
     1               S27/0428   3843.000000      3.696275 
     1               S27/0428   3850.000000      3.674467 
     1               S27/0428   3857.000000      3.662032 
     1               S27/0428   3864.000000      3.647461 
     1               S27/0428   3871.000000      3.627585 
     1               S27/0428   3878.000000      3.606814 
     1               S27/0428   3885.000000      3.591438 
     1               S27/0428   3892.000000      3.580921 
     1               S27/0428   3899.000000      3.569587 
     1               S27/0428   3906.000000      3.559692 
     1               S27/0428   3913.000000      3.546164 
     1               S27/0428   3920.000000      3.532000 
     1               S27/0428   3927.000000      3.528305 
     1               S27/0428   3934.000000      3.520733 
     1               S27/0428   3941.000000      3.512717 
     1               S27/0428   3948.000000      3.504570 
     1               S27/0428   3955.000000      3.500617 
     1               S27/0428   3962.000000      3.497756 
     1               S27/0428   3969.000000      3.492231 
     1               S27/0428   3976.000000      3.507453 
     1               S27/0428   3983.000000      3.513612 
     1               S27/0428   3990.000000      3.536092 
     1               S27/0428   3997.000000      3.571606 
     1               S27/0428   4004.000000      3.590505 
     1               S27/0428   4011.000000      3.602073 
     1               S27/0428   4018.000000      3.613512 
     1               S27/0428   4025.000000      3.627551 
     1               S27/0428   4032.000000      3.646397 
     1               S27/0428   4039.000000      3.648722 
     1               S27/0428   4046.000000      3.642536 
     1               S27/0428   4053.000000      3.632955 
     1               S27/0428   4060.000000      3.635454 
     1               S27/0428   4067.000000      3.654277 
     1               S27/0428   4074.000000      3.665494 
     1               S27/0428   4081.000000      3.688478 
     1               S27/0428   4088.000000      3.720056 
     1               S27/0428   4095.000000      3.742254 
     1               S27/0428   4102.000000      3.762269 
     1               S27/0428   4109.000000      3.802669 
     1               S27/0428   4116.000000      3.821192 
     1               S27/0428   4123.000000      3.829321 
     1               S27/0428   4130.000000      3.816618 
     1               S27/0428   4137.000000      3.806849 
     1               S27/0428   4144.000000      3.793156 
     1               S27/0428   4151.000000      3.789400 
     1               S27/0428   4158.000000      3.782869 
     1               S27/0428   4165.000000      3.782051 
     1               S27/0428   4172.000000      3.773677 
     1               S27/0428   4179.000000      3.766138 
     1               S27/0428   4186.000000      3.754220 
     1               S27/0428   4193.000000      3.754234 
     1               S27/0428   4200.000000      3.740584 
     1               S27/0428   4207.000000      3.726208 
     1               S27/0428   4214.000000      3.704458 
     1               S27/0428   4221.000000      3.709320 
     1               S27/0428   4228.000000      3.707137 
     1               S27/0428   4235.000000      3.712215 
     1               S27/0428   4242.000000      3.753062 
     1               S27/0428   4249.000000      3.805088 
     1               S27/0428   4256.000000      3.835122 
     1               S27/0428   4263.000000      3.844125 
     1               S27/0428   4270.000000      3.833792 
     1               S27/0428   4277.000000      3.814945 
     1               S27/0428   4284.000000      3.791804 
     1               S27/0428   4291.000000      3.774019 
     1               S27/0428   4298.000000      3.762932 
     1               S27/0428   4305.000000      3.744290 
     1               S27/0428   4312.000000      3.720841 
     1               S27/0428   4319.000000      3.700497 
     1               S27/0428   4326.000000      3.699693 
     1               S27/0428   4333.000000      3.695642 
     1               S27/0428   4340.000000      3.688693 
     1               S27/0428   4347.000000      3.687067 
     1               S27/0428   4354.000000      3.696651 
     1               S27/0428   4361.000000      3.697676 
     1               S27/0428   4368.000000      3.727587 
